p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.76500766176083e-90,1.44890249527585,0.439,0.2,6.85721900116687e-88,13,Cdh9
7.37422095422279e-80,1.21804922333916,0.486,0.251,1.82880679664725e-77,13,Cacna2d2
1.64819650140483e-74,2.76700144379645,0.151,0.039,4.08752732348399e-72,13,Crh
4.303011410335e-69,1.07903302647465,0.474,0.248,1.06714682976308e-66,13,Nr2f2
2.8919706590836e-68,1.05857165899559,0.491,0.264,7.17208723452732e-66,13,Cntnap4
2.45051879626962e-61,1.05420115164515,0.541,0.332,6.07728661474866e-59,13,Grik3
2.14198889234899e-51,1.06418639440301,0.621,0.432,5.3121324530255e-49,13,Necab1
1.72266675128512e-50,1.04347549683909,0.335,0.162,4.2722135431871e-48,13,Slc44a5
2.81611222294614e-48,1.0883851465328,0.336,0.169,6.98395831290642e-46,13,Cdh4
4.84833428693353e-41,1.10531533508355,0.536,0.381,1.20238690315952e-38,13,Parm1
5.11783260731166e-41,1.24166327712227,0.245,0.114,1.26922248661329e-38,13,Eya4
5.6619292171819e-06,1.14019904509523,0.068,0.041,0.00140415844586111,13,Tacr1
0,5.61774034685854,0.974,0.097,0,14,Gpr17
0,4.86518558072676,0.829,0.069,0,14,Cspg4
0,4.16136064274504,0.751,0.074,0,14,Sema3d
0,2.14346006853805,0.851,0.176,0,14,Sox10
0,4.48555855775108,0.856,0.19,0,14,Pdgfra
0,1.84754996937071,0.936,0.337,0,14,Gjc3
0,2.63093803969705,0.597,0.123,0,14,Sema5b
5.80656612040934e-253,1.8063715778885,0.72,0.253,1.44002839786152e-250,14,Tmem163
9.65003127911529e-246,1.84860326164424,0.546,0.162,2.39320775722059e-243,14,Dpyd
6.58332426552157e-219,1.30964534089232,0.767,0.339,1.63266441784935e-216,14,Cdh13
1.29740321879339e-218,1.77923549157943,0.505,0.156,3.21755998260762e-216,14,Tmem255a
7.90214852688042e-125,1.32857770762282,0.695,0.387,1.95973283466635e-122,14,Cdh20
7.11866793660929e-39,1.11333348671794,0.195,0.082,1.7654296482791e-36,14,Fign
0,2.50472575653047,0.917,0.146,0,15,Opalin
0,2.26407375460599,0.947,0.176,0,15,Sox10
0,2.23892195731518,0.998,0.338,0,15,Gjc3
0,1.77028895522516,0.93,0.406,0,15,Zfp536
0,2.1700248846054,0.566,0.108,0,15,Adamtsl1
4.28989262137712e-280,1.24882135519462,0.991,0.791,1.06389337010153e-277,15,Dpy19l1
1.87201269896757e-217,1.11286131320328,0.973,0.612,4.64259149343957e-215,15,Clmn
4.04658692456849e-211,1.24237738790744,0.87,0.417,1.00355355729299e-208,15,Sema6a
5.42499979148444e-202,1.10376150837215,0.959,0.674,1.34539994828814e-199,15,Gng12
6.89156371772044e-177,1.04348284927529,0.983,0.755,1.70910780199467e-174,15,Arc
1.28188029213543e-170,1.05213287860932,0.74,0.289,3.17906312449587e-168,15,Cobll1
6.43400235063183e-116,1.31460963198167,0.514,0.205,1.59563258295669e-113,15,Hs3st2
5.27069947908071e-70,1.45047480523178,0.245,0.081,1.30713347081202e-67,15,Fign
1.98231273837527e-57,1.3065908575624,0.248,0.092,4.91613559117067e-55,15,Adamts2
6.35951916991493e-25,1.27748466150703,0.14,0.059,1.5771607541389e-22,15,Trbc2
0,3.14027308536121,0.993,0.402,0,16,Gfap
0,2.26694962207326,0.771,0.261,0,16,Rfx4
0,2.6388213814865,0.963,0.519,0,16,Aqp4
0,2.45920445452627,0.965,0.611,0,16,Igfbp5
0,2.00819501872478,0.955,0.612,0,16,Ntsr2
4.15948393245597e-213,1.23488877649234,0.951,0.674,1.03155201524908e-210,16,Acsbg1
2.70570544283111e-210,1.12584050809589,0.981,0.814,6.71014949822116e-208,16,Id2
3.3741350300647e-194,1.98213690927415,0.314,0.064,8.36785487456046e-192,16,Gjb2
2.06346939812242e-189,1.4657696489667,0.82,0.469,5.11740410734361e-187,16,Rmst
1.04913056125133e-177,1.78935754126821,0.287,0.058,2.60184379190331e-175,16,Aldh1a2
1.4492823514314e-174,1.84025922516779,0.582,0.23,3.59422023154987e-172,16,Gli3
1.48551590100845e-163,2.40669141880715,0.285,0.063,3.68407943450096e-161,16,Prph
1.01561556387386e-152,2.01873323969282,0.471,0.167,2.51872659840716e-150,16,Angpt1
2.00853362949994e-146,1.24895515922002,0.372,0.104,4.98116340115986e-144,16,Dcn
2.20333662693032e-143,2.55642981187759,0.266,0.061,5.4642748347872e-141,16,Cd44
3.82538624570567e-126,1.78945334165588,0.499,0.21,9.48695788935006e-124,16,Vwc2l
2.18763899957378e-123,1.11814237387485,0.409,0.136,5.42534471894297e-121,16,Igf2
5.45989371845447e-114,1.09086031516051,0.745,0.457,1.35405364217671e-111,16,Slc39a12
1.73079221474851e-98,1.00846046505538,0.279,0.081,4.2923646925763e-96,16,Col1a1
5.67068347478711e-96,1.51188382008852,0.226,0.06,1.4063295017472e-93,16,Fmod
1.22284311354512e-90,1.31912667857657,0.345,0.123,3.03265092159191e-88,16,Carmn
2.18957332810833e-76,1.25342642855474,0.227,0.068,5.43014185370867e-74,16,Cyp1b1
1.62993286784084e-71,1.17656727891589,0.464,0.233,4.04223351224528e-69,16,Hapln1
8.0183610200253e-71,1.61971218701855,0.297,0.113,1.98855353296627e-68,16,Eya4
2.64278924463517e-58,1.1363862693014,0.56,0.375,6.55411732669522e-56,16,Lyz2
1.54848465444785e-48,1.48594876492065,0.205,0.077,3.84024194303068e-46,16,Ano1
5.5603687804522e-29,1.00647242456597,0.415,0.281,1.37897145755215e-26,16,Chrm2
5.01152502290057e-15,1.00408073821648,0.286,0.199,1.24285820567934e-12,16,Syt17
0,2.9569389957735,0.988,0.24,0,17,Gad2
0,3.7734043692431,0.907,0.177,0,17,Btbd11
0,4.6089801902794,1,0.313,0,17,Pvalb
0,3.17312536258536,0.939,0.255,0,17,Cntnap4
0,2.84728267612252,0.83,0.185,0,17,Kcnmb2
0,2.97362241721665,0.857,0.24,0,17,Rab3b
0,2.47736583018585,0.856,0.244,0,17,Cacna2d2
0,2.2273891304475,0.9,0.291,0,17,Plcxd3
0,2.97893519624986,0.772,0.19,0,17,Syt2
0,3.56158548524204,1,0.436,0,17,Gad1
0,2.14088867293249,0.881,0.374,0,17,Parm1
0,2.34133947143336,0.647,0.165,0,17,Col19a1
0,3.13612448181804,0.565,0.107,0,17,Eya4
0,3.99399185009318,0.38,0.044,0,17,Cort
0,3.86389648186485,0.367,0.033,0,17,Pthlh
0,1.63683332496873,0.999,0.806,0,17,Dner
4.69700974041873e-285,1.81465216682687,0.887,0.41,1.16485841562384e-282,17,Slit2
4.54683734533887e-278,2.12966938196066,0.876,0.431,1.12761566164404e-275,17,Neto2
1.1921696454747e-211,1.50671107896938,0.774,0.294,2.95658072077726e-209,17,Trpc4
1.25903692635972e-162,1.34391961159304,0.696,0.267,3.12241157737211e-160,17,Myo16
8.92296523474893e-158,1.00861273505665,0.857,0.409,2.21289537821773e-155,17,Zfp536
1.32901765716399e-157,1.22456824874539,0.639,0.229,3.29596378976669e-155,17,Hapln1
1.90181738591893e-155,1.12914948963644,0.877,0.436,4.71650711707896e-153,17,Tmem132d
2.63153342248898e-113,1.223535447348,0.771,0.445,6.52620288777266e-111,17,Cntn6
5.48306957820375e-109,1.21929104664875,0.688,0.344,1.35980125539453e-106,17,Cdh13
7.62113444053047e-93,1.82678048408488,0.348,0.118,1.89004134125156e-90,17,Rbp4
1.01531295474964e-07,1.26270852198906,0.107,0.063,2.5179761277791e-05,17,Pde11a
0,2.79126757429019,0.815,0.183,0,18,Shisa6
0,2.71418063335178,0.927,0.311,0,18,Prdm8
0,2.06692850127675,0.883,0.277,0,18,Mdga1
0,2.14995664410244,0.859,0.29,0,18,Bdnf
0,2.95138980251816,0.998,0.444,0,18,Cpne4
0,2.16607074624136,0.98,0.43,0,18,Cabp7
0,3.77989781029644,0.593,0.051,0,18,Npy2r
0,3.17499266728251,0.996,0.478,0,18,Neurod6
0,2.99710245343843,0.892,0.391,0,18,Cpne6
0,2.0052273242955,0.908,0.413,0,18,Tanc1
0,1.93144535790484,0.999,0.772,0,18,Epha4
0,1.37474811137975,0.999,0.879,0,18,Slc17a7
5.76477166717523e-285,2.44115268166178,0.727,0.259,1.42966337345946e-282,18,Sema3e
9.0543887337345e-282,1.70087803868453,0.931,0.491,2.24548840596615e-279,18,Sipa1l3
2.29922564118777e-274,3.09044187162886,0.311,0.042,5.70207959014566e-272,18,Prss35
1.18603167062455e-240,1.73125585149591,0.605,0.158,2.94135854314887e-238,18,Slc44a5
2.67515846088894e-231,1.9439664091609,0.859,0.39,6.63439298300458e-229,18,Arhgef28
2.79606851926599e-219,2.31579004868889,0.431,0.094,6.93424992777965e-217,18,Rspo2
1.87767874659871e-212,1.26885655261863,0.911,0.416,4.65664329156479e-210,18,Bhlhe22
1.55557759047141e-192,1.13342886009944,0.996,0.86,3.85783242436911e-190,18,Nrn1
3.57274459075947e-162,2.04508352699254,0.541,0.19,8.86040658508348e-160,18,Strip2
1.84730871768199e-160,1.06689059125102,0.726,0.28,4.58132561985132e-158,18,Nrp2
7.30941802797077e-134,1.0229687002529,0.97,0.732,1.81273567093675e-131,18,Dkk3
1.58723073983384e-124,1.9310031578651,0.669,0.416,3.93633223478792e-122,18,Slit2
2.80662091551205e-111,1.02876976083858,0.672,0.297,6.96041987046989e-109,18,Trpc4
8.22686775297988e-102,1.10771302520595,0.474,0.166,2.04026320273901e-99,18,Dpyd
2.03429201933751e-99,1.01083336764865,0.624,0.271,5.04504420795703e-97,18,Orai2
1.73689193813386e-87,1.29291155337279,0.486,0.201,4.30749200657198e-85,18,Cdh9
2.6647597875326e-83,1.01556443491407,0.713,0.387,6.60860427308085e-81,18,Syndig1
3.62727832196553e-81,1.23028780284228,0.738,0.453,8.9956502384745e-79,18,Pip5k1b
5.89808225886082e-76,1.09925121946239,0.913,0.681,1.46272440019748e-73,18,2010300C02Rik
1.06935432932534e-55,1.84725048313828,0.311,0.132,2.65199873672685e-53,18,Stard5
2.77056851579369e-51,1.47079171348876,0.124,0.029,6.87100991916836e-49,18,Trp73
1.70363089824264e-47,1.14364294611477,0.506,0.301,4.22500462764176e-45,18,Plcxd3
1.09060340264873e-31,1.05121855586057,0.351,0.2,2.70469643856884e-29,18,Gm2115
0,2.82174942664508,0.89,0.183,0,19,Foxp2
0,3.81391651390025,1,0.306,0,19,Slc17a6
0,2.61371281300922,0.9,0.225,0,19,Inpp4b
0,1.86472843712475,0.984,0.321,0,19,Prox1
0,3.94189367895261,0.78,0.132,0,19,Calb2
0,1.76294791558905,0.908,0.265,0,19,Necab2
0,2.27915251427168,0.803,0.181,0,19,Btbd11
0,2.59793528927285,0.871,0.254,0,19,Tmem163
0,2.75336949130142,0.97,0.366,0,19,Nell1
0,2.70909779856971,0.805,0.261,0,19,Rnf152
0,3.40978209121965,0.647,0.111,0,19,Opn3
0,2.97558366766771,0.483,0.077,0,19,Fign
0,1.84500992757965,0.982,0.613,0,19,Clmn
0,2.1724196209744,0.995,0.665,0,19,Rims3
2.07565604022096e-275,2.7354545181391,0.832,0.429,5.14762697974798e-273,19,Necab1
3.92880681534118e-243,2.51424329324399,0.52,0.127,9.74344090204613e-241,19,Cwh43
9.45170977029707e-223,1.6068741740578,0.89,0.443,2.34402402303367e-220,19,Cntn6
2.92587030848678e-222,1.54754913246438,0.779,0.274,7.25615836504723e-220,19,Sdk2
2.52469481147078e-215,1.64226570626153,0.848,0.415,6.26124313244752e-213,19,Tanc1
2.63855335592476e-170,2.13275675482614,0.341,0.072,6.5436123226934e-168,19,Sntb1
9.44273004502165e-166,1.41412639847549,0.796,0.421,2.34179705116537e-163,19,Sema6a
2.6017820371139e-162,1.740363413561,0.654,0.25,6.45241945204247e-160,19,Unc13c
3.34086484174343e-157,1.51414691020393,0.771,0.365,8.28534480752371e-155,19,Thsd7a
3.82454176623626e-129,1.57219131475018,0.638,0.275,9.48486358026592e-127,19,Tox
1.82658521334098e-126,1.17383642335987,0.641,0.25,4.52993132908564e-124,19,Cacna2d2
1.69706270585802e-124,1.14464432571479,0.822,0.513,4.20871551052789e-122,19,Pde7b
1.97091979803002e-109,1.06003882984443,0.626,0.263,4.88788109911445e-107,19,Cntnap4
9.79090117706702e-104,1.1342452551801,0.68,0.325,2.42814349191262e-101,19,Igsf21
3.65831786427788e-95,1.71806147589194,0.359,0.118,9.07262830340915e-93,19,Plch1
3.97269793863209e-71,1.39752964990246,0.349,0.129,9.85229088780759e-69,19,Deptor
1.04729847260635e-68,1.05252722871635,0.501,0.228,2.59730021206376e-66,19,Galnt14
2.13645075545028e-23,1.66819660057734,0.284,0.164,5.29839787351668e-21,19,Tmem255a
0,4.57444488033319,0.982,0.186,0,20,Gm2115
0,4.26018921183803,0.881,0.086,0,20,Fibcd1
0,3.40601527970225,0.913,0.193,0,20,Pou3f1
0,2.80894857885122,0.922,0.255,0,20,Sema3e
0,3.06979717461277,0.944,0.299,0,20,Wfs1
0,2.57728269504033,0.901,0.277,0,20,Mdga1
0,2.68366501812316,0.909,0.292,0,20,Trpc4
0,2.58947930719983,0.795,0.184,0,20,Shisa6
0,2.5116359520173,0.978,0.392,0,20,Bcl11b
0,1.7104967717599,0.763,0.181,0,20,Penk
0,2.47960048769652,0.967,0.39,0,20,Cpne6
0,2.20287199550731,0.881,0.305,0,20,Sorcs3
0,2.46991259930291,0.759,0.19,0,20,Htr1f
0,1.85612948576571,0.947,0.418,0,20,Igfbp4
0,2.82753739900421,1,0.478,0,20,Neurod6
0,2.01406293913649,0.963,0.448,0,20,Pip5k1b
0,4.00024388387192,0.529,0.05,0,20,Ndst4
0,2.24851626901415,0.953,0.491,0,20,Sipa1l3
0,1.90783345318679,0.996,0.68,0,20,2010300C02Rik
0,1.75668153887648,1,0.772,0,20,Epha4
1.53933052167277e-305,1.85193332988434,0.923,0.413,3.81753969374846e-303,20,Tanc1
4.51406951251187e-303,2.12141857430283,0.849,0.337,1.11948923910294e-300,20,Cpne8
2.56837242197631e-284,2.01547238884803,0.845,0.347,6.36956360650124e-282,20,Arhgap12
2.18639477461219e-250,1.63630680294763,0.882,0.368,5.42225904103822e-248,20,Nell1
4.74453760668712e-219,1.18963273003693,0.999,0.732,1.17664532645841e-216,20,Dkk3
3.49719144393787e-188,1.53251704472846,0.603,0.189,8.67303478096593e-186,20,Strip2
2.04289787438237e-186,2.36260808454905,0.336,0.065,5.06638672846827e-184,20,Ror1
3.75200097035069e-176,1.37094551888522,0.732,0.278,9.3049624064697e-174,20,Rasl10a
4.5375769820119e-150,1.29284451514825,0.797,0.391,1.12531909153895e-147,20,Arhgef28
2.35845800272802e-123,1.18635029867269,0.681,0.294,5.84897584676548e-121,20,Bdnf
1.51284026804036e-110,1.20235355799104,0.719,0.36,3.75184386474009e-108,20,Ndst3
1.07574633537694e-77,1.45856984780631,0.228,0.06,2.6678509117348e-75,20,Npy2r
0,4.26210802574975,0.875,0.182,0,21,Penk
0,2.66836601745424,0.936,0.245,0,21,Gad2
0,2.51565821807381,0.829,0.191,0,21,Syt6
0,2.92527623351306,0.808,0.187,0,21,Strip2
0,4.69494590251416,0.682,0.07,0,21,Pdyn
0,4.05575243867242,0.998,0.414,0,21,Ppp1r1b
0,2.91204029053532,0.749,0.192,0,21,Col6a1
0,2.23847105658373,0.95,0.395,0,21,Bcl11b
0,2.93064179168431,0.966,0.512,0,21,Pde7b
0,2.87189430357007,0.998,0.547,0,21,Meis2
0,5.2322803284327,0.461,0.03,0,21,Nts
1.41878425803745e-302,2.73112052331515,0.857,0.303,3.51858495993288e-300,21,Wfs1
2.44987386234133e-289,2.57893382719159,0.736,0.189,6.0756871786065e-287,21,Foxp2
5.00619132924397e-271,1.81785694019101,0.855,0.269,1.2415354496525e-268,21,Necab2
4.85524603048584e-242,1.66887874836073,0.945,0.44,1.20410101556049e-239,21,Gad1
4.06132111270606e-217,1.94978079478384,0.844,0.344,1.0072076359511e-214,21,Cdh13
3.17301514027154e-216,2.16553189014994,0.764,0.261,7.86907754787341e-214,21,Sema3e
2.61867233237985e-193,1.79055702812772,0.87,0.431,6.49430738430202e-191,21,Gucy1a1
3.45860234164083e-152,1.72063838327912,0.767,0.352,8.57733380726925e-150,21,Pdzd2
6.73540201042493e-128,1.68392792036075,0.65,0.252,1.67037969858538e-125,21,Cacna2d2
1.26234994024061e-126,1.49248490649192,0.645,0.247,3.13062785179671e-124,21,Rab3b
1.73068419236845e-126,1.51636579284235,0.801,0.435,4.29209679707376e-124,21,Neto2
8.85053885469463e-120,1.62567203548982,0.632,0.252,2.19493363596427e-117,21,Unc13c
1.22243626888067e-104,1.78343135095352,0.603,0.254,3.03164194682406e-102,21,Sema3a
4.91318693621153e-98,1.37747730960401,0.735,0.41,1.21847036018046e-95,21,Sox11
8.85797426008349e-79,1.33882836511382,0.565,0.244,2.19677761650071e-76,21,Gsg1l
4.13417759290126e-71,1.39017835878498,0.349,0.112,1.02527604303951e-68,21,Kctd8
9.20947924712611e-58,1.05594918782564,0.676,0.389,2.28395085328727e-55,21,Syndig1
2.98951980372984e-56,1.85876483200883,0.256,0.08,7.41400911324999e-54,21,Gm19410
2.01203089951926e-54,1.43160042576799,0.394,0.165,4.98983663080775e-52,21,Arhgap6
1.87083004925388e-36,1.3037786696571,0.287,0.121,4.63965852214963e-34,21,Rbp4
7.80003438055127e-11,1.0343246455604,0.223,0.136,1.93440852637671e-08,21,Sema5b
0,3.12390220767335,0.95,0.266,0,22,Fezf2
0,2.39203459081497,0.897,0.272,0,22,Tox
0,2.57955067451634,0.959,0.376,0,22,Parm1
0,3.51073857588956,0.654,0.074,0,22,Gm19410
3.4615681281194e-302,2.50596776438031,0.769,0.193,8.58468895773611e-300,22,Htr1f
4.96884617633842e-276,1.90358707997486,0.873,0.267,1.23227385173193e-273,22,Vat1l
1.14546536883708e-275,2.1704307692191,0.947,0.379,2.84075411471595e-273,22,Lamp5
2.14392964151781e-261,2.55586414058173,0.724,0.195,5.31694551096417e-259,22,Syt2
3.53720213806777e-249,2.25640848958632,0.899,0.359,8.77226130240806e-247,22,Ndst3
7.38053289371371e-237,2.23214134945771,0.598,0.128,1.830372157641e-234,22,Pcsk5
1.45489022771582e-223,1.7518008277332,0.87,0.296,3.60812776473523e-221,22,Trpc4
4.4616834728094e-205,1.88407877788619,0.707,0.2,1.10649750125673e-202,22,Pou3f1
7.24777719054013e-203,1.55654169877239,0.935,0.396,1.79744874325395e-200,22,Bcl11b
1.58983966583423e-202,1.91099167179749,0.913,0.421,3.94280237126889e-200,22,Igfbp4
5.1154066409102e-196,1.80582189710371,0.745,0.225,1.26862084694573e-193,22,Galnt14
8.15910820619653e-181,1.43138984768547,0.969,0.531,2.02345883513674e-178,22,Plcxd2
1.32028241081969e-178,1.27942832372456,0.993,0.793,3.27430037883284e-176,22,Dpy19l1
5.67114595420569e-178,1.60180008448076,0.704,0.205,1.40644419664301e-175,22,Hs3st2
7.39770042297347e-175,1.93712630869341,0.765,0.287,1.83462970489742e-172,22,Cdh6
2.93784367905842e-155,1.93037449325441,0.767,0.322,7.28585232406487e-153,22,Pvalb
3.86900757503867e-140,1.73396902568173,0.83,0.447,9.59513878609591e-138,22,Cntn6
1.8367437887302e-137,1.07241730298813,0.978,0.824,4.55512459605091e-135,22,Bhlhe40
3.45508837720543e-136,1.13313788751717,0.733,0.26,8.56861917546947e-134,22,Tmem163
3.61384192895717e-127,1.44515900869749,0.719,0.278,8.96232798381377e-125,22,Sdk2
4.6693006823638e-115,1.05564633126503,0.949,0.553,1.15798656922622e-112,22,Fhod3
5.85656578184229e-109,1.78258079041679,0.521,0.176,1.45242831389689e-106,22,Npnt
1.50316680232715e-91,1.18442349394789,0.699,0.299,3.72785366977133e-89,22,Plcxd3
1.70371564864572e-88,1.06011105851065,0.795,0.415,4.2252148086414e-86,22,Slit2
3.42637831560411e-85,1.27912398280874,0.69,0.346,8.4974182226982e-83,22,Cdh13
3.53283020158785e-80,1.83398647481547,0.373,0.118,8.76141889993787e-78,22,Opn3
1.67560960035578e-78,1.20261614450757,0.613,0.264,4.15551180888233e-76,22,Sema3e
4.35420716552354e-78,1.06996055789683,0.699,0.327,1.07984337704984e-75,22,Igsf21
2.49924055429383e-57,1.03301295976909,0.683,0.374,6.19811657464871e-55,22,Nell1
2.53684389102952e-46,1.02443338596689,0.322,0.12,6.2913728497532e-44,22,Rbp4
1.15915513472303e-39,1.22923723359762,0.26,0.094,2.87470473411312e-37,22,Adamts2
2.66547245897757e-30,1.07407048005395,0.247,0.099,6.61037169826437e-28,22,Rspo2
0,5.29526258659417,0.987,0.188,0,23,Cd24a
0,6.45048236268108,0.749,0.027,0,23,Spag16
0,3.44101028029313,0.589,0.1,0,23,Sncg
0,5.02896750167424,0.501,0.025,0,23,Trp73
0,3.67600536223453,0.478,0.062,0,23,Prph
3.59994477998362e-299,3.5894739522695,0.6,0.116,8.92786305435937e-297,23,Plch1
4.31579704978135e-178,2.40368586321654,0.856,0.472,1.07031766834578e-175,23,Rmst
5.27079383150606e-140,1.82768315775013,0.863,0.526,1.3071568702135e-137,23,Aqp4
8.99802843699015e-136,2.06336716765622,0.672,0.268,2.23151105237356e-133,23,Rfx4
3.58802633996894e-132,2.65206659319547,0.418,0.107,8.89830532312296e-130,23,Acta2
1.85322395663177e-110,1.92413013516268,0.649,0.298,4.59599541244679e-108,23,Plekha2
4.48138710983307e-98,1.75479115497144,0.647,0.296,1.1113840032386e-95,23,Cobll1
7.74520960517621e-92,2.49354116828826,0.343,0.093,1.9208119820837e-89,23,Paqr5
8.54861194626335e-89,1.95447213219623,0.666,0.404,2.12005576267331e-86,23,Hat1
8.52470797965222e-76,1.31764678289472,0.683,0.42,2.11412757895375e-73,23,Ppp1r1b
3.59618355227956e-73,1.50297250544665,0.839,0.617,8.91853520965331e-71,23,Igfbp5
2.91259686256943e-64,1.29201105979286,0.546,0.25,7.22324021917218e-62,23,Nr2f2
1.84535039552339e-63,2.40880897740701,0.235,0.061,4.576468980898e-61,23,Npy2r
4.83761703329213e-54,1.09829764764817,0.705,0.461,1.19972902425645e-51,23,Slc39a12
1.31039403428708e-43,1.79498848622406,0.379,0.178,3.24977720503196e-41,23,Npnt
7.79964255836952e-31,2.81386322743701,0.525,0.414,1.93431135447564e-28,23,Sox11
9.02460544476354e-25,1.04988436170315,0.557,0.419,2.23810215030136e-22,23,Slit2
9.7931861655785e-25,2.08057283690099,0.173,0.065,2.42871016906347e-22,23,Cd44
4.34789455518087e-23,1.19861734825336,0.392,0.237,1.07827784968486e-20,23,Gli3
1.42027795806521e-22,1.33182536136794,0.621,0.554,3.52228933600173e-20,23,Meis2
3.84697375107549e-20,1.14982097532508,0.473,0.346,9.54049490266722e-18,23,Cpne8
9.11238503334314e-17,1.30605942499136,0.227,0.116,2.2598714882691e-14,23,Eya4
2.04286673935306e-15,1.01824740115356,0.221,0.113,5.06630951359558e-13,23,Mecom
8.41156310716765e-15,1.36354841969196,0.244,0.136,2.08606765057758e-12,23,Sema5b
5.63037802668681e-13,1.059434936496,0.21,0.115,1.39633375061833e-10,23,Kctd8
2.26185609800614e-12,1.18094784454686,0.687,0.657,5.60940312305522e-10,23,Nrep
3.45609564943633e-11,1.22574622038616,0.373,0.284,8.5711172106021e-09,23,Sdk2
1.86109545591548e-05,1.00668545359192,0.116,0.07,0.00461551673067038,23,Ror1
0,6.05418623219066,1,0.104,0,24,Cplx3
0,4.81524234925882,0.975,0.138,0,24,Ccn2
0,3.95989239849575,0.959,0.21,0,24,Nxph3
9.20554710032938e-300,3.26935614727984,0.837,0.24,2.28297568088169e-297,24,Gadd45a
3.32639533648787e-238,2.91065996573934,0.609,0.13,8.24946043448991e-236,24,Sema5b
2.81120120730287e-200,1.61841259999376,0.982,0.677,6.97177899411111e-198,24,Gng12
5.4418383188735e-197,2.18042899324909,0.84,0.331,1.34957590308063e-194,24,Grik3
2.56075569629386e-189,1.72164546519812,0.819,0.259,6.35067412680877e-187,24,Tmem163
2.19968969414662e-165,1.85864788109527,0.817,0.326,5.45523044148362e-163,24,Igsf21
2.05839247596033e-143,1.86016243649622,0.658,0.206,5.10481334038163e-141,24,Hs3st2
1.03837751273556e-138,1.846116973081,0.735,0.279,2.5751762315842e-136,24,Sdk2
3.91056831677483e-137,2.33111569626745,0.496,0.13,9.69820942560158e-135,24,Pcsk5
7.32560931445087e-134,1.38594500535628,0.914,0.602,1.81675110998382e-131,24,Tle4
8.63296390980615e-116,1.60448637286991,0.582,0.18,2.14097504963192e-113,24,Arhgap25
7.97724066888265e-106,1.78976745648526,0.35,0.08,1.9783556858829e-103,24,Rxfp1
7.94390727595954e-104,1.33085252510682,0.854,0.429,1.97008900443797e-101,24,Satb2
5.46601490802624e-103,2.37226302151036,0.29,0.059,1.35557169719051e-100,24,Sla
5.67279065943254e-97,2.15236540848741,0.374,0.097,1.40685208353927e-94,24,Rspo2
4.52445665184018e-94,1.31462051585369,0.63,0.249,1.12206524965637e-91,24,Rab3b
3.0327647825791e-91,1.86297701013173,0.708,0.347,7.52125666079616e-89,24,Cdh13
1.33962303159067e-89,1.49372879282516,0.747,0.395,3.32226511834486e-87,24,Hpcal1
1.38913089314756e-78,1.42468520418749,0.58,0.234,3.44504461500595e-76,24,Inpp4b
1.87526611923452e-76,1.42998538570978,0.57,0.229,4.6506599757016e-74,24,Galnt14
8.6106677154278e-73,1.14651958141513,0.549,0.213,2.13544559342609e-70,24,Vwc2l
2.71884248135483e-70,1.20299841865064,0.591,0.245,6.74272935375997e-68,24,Gsg1l
2.75185726488133e-70,1.39601726260931,0.632,0.301,6.82460601690571e-68,24,Plcxd3
6.84353592036239e-68,1.02889964739038,0.632,0.271,1.69719690824987e-65,24,Fezf2
4.4279628318068e-64,1.27517635591433,0.518,0.21,1.09813478228809e-61,24,Zfpm2
1.46807176623228e-56,1.43811035871651,0.434,0.173,3.64081798025604e-54,24,Col19a1
3.51840018583643e-55,1.03143235324554,0.667,0.351,8.72563246087434e-53,24,Gjc3
1.04129722061645e-48,1.03245554456948,0.726,0.449,2.5824171071288e-46,24,Cntn6
1.03003706601308e-42,1.22049408202679,0.442,0.199,2.55449192371244e-40,24,Htr1f
2.71109869441189e-28,1.0654974100755,0.304,0.133,6.72352476214149e-26,24,Cwh43
2.52748156826099e-22,1.81598713198472,0.128,0.042,6.26815428928725e-20,24,Crh
3.29964927232556e-11,1.20753089874143,0.111,0.048,8.18313019536738e-09,24,Prss35
0,5.62491271084496,0.996,0.091,0,25,Slc13a4
0,4.85877784923083,0.981,0.132,0,25,Igf2
0,4.521581133926,0.97,0.188,0,25,Strip2
0,4.49505206097779,0.817,0.068,0,25,Sntb1
0,4.69802725274973,0.772,0.028,0,25,Spag16
0,4.31401308674519,0.994,0.267,0,25,Vat1l
0,2.81037345631692,0.677,0.113,0,25,Adamtsl1
0,3.60206282378981,0.578,0.064,0,25,Ror1
0,2.86279054907626,0.603,0.09,0,25,Paqr5
0,3.8393468680234,0.427,0.026,0,25,Trp73
2.2683943330635e-305,2.7378292692084,0.976,0.417,5.62561794599749e-303,25,Ppp1r1b
1.65172081162274e-294,1.74956900733322,0.487,0.058,4.09626761282439e-292,25,Fmod
2.60552755956594e-278,2.58912365338616,0.89,0.265,6.46170834772354e-276,25,Rnf152
5.44733127998371e-273,2.66103587326418,0.968,0.452,1.35093815743596e-270,25,Pip5k1b
5.68180227983856e-273,2.57340309238852,0.978,0.458,1.40908696539996e-270,25,Slc39a12
1.3741090698056e-269,2.47678094564103,0.994,0.633,3.40779049311789e-267,25,Mapk4
3.25638617555733e-263,2.38280420618738,0.914,0.293,8.07583771538218e-261,25,Cobll1
6.47353175766038e-221,2.54780699271836,0.916,0.415,1.60543587589977e-218,25,Slit2
