p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
7.13160411544731e-218,2.50710677909988,0.69,0.167,1.76863782063093e-215,25,Dpyd
8.10785156137914e-209,1.73214650149714,0.769,0.203,2.01074718722203e-206,25,Pdgfra
5.13986262724108e-183,2.109882556453,0.778,0.248,1.27468593155579e-180,25,Nr2f2
3.87253407212727e-172,1.54945452821201,0.991,0.617,9.60388449887563e-170,25,Clmn
8.00829203893976e-145,2.01220147998145,0.81,0.402,1.98605642565706e-142,25,Hat1
1.60519602314391e-125,1.83632479079001,0.782,0.353,3.9808861373969e-123,25,Pdzd2
1.0881575134745e-116,2.24434915556762,0.444,0.111,2.69863063341676e-114,25,Mecom
5.48161060039701e-104,1.68641990115668,0.567,0.195,1.35943942889846e-101,25,Cd24a
6.62387113802216e-97,1.33726829015955,0.836,0.496,1.6427200422295e-94,25,Sipa1l3
8.49451511890012e-91,1.02397044096934,0.414,0.107,2.10663974948723e-88,25,Dcn
1.76762529270467e-88,1.37113921641833,0.543,0.174,4.38371072590759e-86,25,Kdr
3.82506503212211e-86,1.48970814364657,0.726,0.353,9.48616127966284e-84,25,Arhgap12
1.14076502753432e-81,1.15144375659849,0.819,0.474,2.82909726828511e-79,25,Rmst
5.25910806632677e-79,1.46678353109986,0.733,0.396,1.30425880044904e-76,25,Hpcal1
5.77221139641015e-78,1.78427064581318,0.403,0.12,1.43150842630972e-75,25,Plch1
1.74255144106173e-32,1.57820842541731,0.291,0.116,4.32152757383308e-30,25,Eya4
7.3135116810646e-29,1.11870637907692,0.269,0.105,1.81375089690402e-26,25,Sncg
1.04602648048269e-24,1.27482983654976,0.291,0.132,2.59414567159708e-22,25,Deptor
1.84198959726447e-20,1.03081814876679,0.341,0.179,4.56813420121588e-18,25,Npnt
1.53193198994989e-19,1.48615611594129,0.123,0.039,3.79919133507572e-17,25,Pthlh
0,6.76072720715624,0.997,0.085,0,26,Vip
0,5.21058585845186,0.93,0.079,0,26,Igf1
0,5.77880464237304,0.632,0.038,0,26,Crh
0,4.35022523510838,0.474,0.037,0,26,Pthlh
1.80183716642162e-202,2.40029865732275,0.937,0.251,4.46855617272561e-200,26,Gad2
3.45520616639898e-175,2.61470872108656,0.98,0.444,8.56891129266947e-173,26,Gad1
3.25227590370793e-159,2.4495203607557,0.719,0.163,8.06564424119566e-157,26,Slc44a5
3.87047297212006e-158,2.94612984591424,0.742,0.189,9.59877297085774e-156,26,Penk
1.06806559979223e-144,2.2460367933148,0.887,0.313,2.64880268748472e-142,26,Sorcs3
1.4310686933821e-119,2.16110453988714,0.758,0.229,3.5490503595876e-117,26,Galnt14
3.71060036477842e-118,1.61680146578147,0.927,0.331,9.20228890465048e-116,26,Prox1
3.68468314131739e-105,3.08480756895157,0.361,0.061,9.13801419046712e-103,26,Npy2r
3.17040063748248e-90,3.281552379806,0.235,0.031,7.86259358095656e-88,26,Chat
1.64639201251739e-84,1.30012357162473,0.99,0.809,4.08305219104313e-82,26,Dner
8.57914714643144e-76,1.66192652845777,0.609,0.191,2.127628492315e-73,26,Btbd11
8.83836152049147e-75,1.55550510199133,0.702,0.251,2.19191365708189e-72,26,Nr2f2
1.5875197117946e-65,1.47998020317967,0.831,0.434,3.93704888525061e-63,26,Necab1
1.88136837959551e-65,1.26013005741797,0.841,0.416,4.66579358139686e-63,26,Zfp536
6.59281898527237e-65,1.37972959850565,0.493,0.144,1.63501910834755e-62,26,Calb2
3.85995431156097e-57,1.93831767801237,0.444,0.135,9.57268669267121e-55,26,Sema5b
8.6244142941711e-50,1.61377671909602,0.526,0.197,2.13885474495443e-47,26,Kcnmb2
1.59237358607343e-42,1.55773216169672,0.301,0.082,3.94908649346211e-40,26,Rxfp1
9.58142070785522e-42,1.12318828936592,0.785,0.45,2.37619233554809e-39,26,Cntn6
1.54656797248851e-20,1.11523249554001,0.377,0.173,3.83548857177151e-18,26,Cdh4
8.10610306051703e-15,1.09222342013323,0.175,0.063,2.01031355900822e-12,26,Pde11a
1.12881882809218e-13,1.11689106349001,0.146,0.051,2.79947069366862e-11,26,Cort
0,5.61244027982891,0.973,0.078,0,27,Rxfp1
1.84575311813097e-183,2.83114954900708,0.977,0.263,4.57746773296481e-181,27,Tmem163
3.93346610178997e-179,2.87566074933299,0.766,0.133,9.75499593243913e-177,27,Sema5b
4.0620020710605e-158,2.76046182759059,0.982,0.348,1.00737651362301e-155,27,Cdh13
2.06196321184856e-156,2.9881653674377,0.716,0.132,5.11366876538442e-154,27,Cwh43
3.19029952011658e-139,2.21521279159618,0.919,0.251,7.91194280988911e-137,27,Nr2f2
9.40515372868721e-137,2.64799379891821,0.986,0.453,2.33247812471443e-134,27,Cpne4
5.28796516514638e-118,1.85948780280524,1,0.81,1.3114153609563e-115,27,Dner
1.51691080857814e-113,2.06003244069399,0.977,0.443,3.76193880527379e-111,27,Tmem132d
7.1335766974698e-104,2.13785054031481,0.829,0.246,1.76912702097251e-101,27,Gsg1l
1.19568614530981e-100,2.44429653041174,0.775,0.231,2.96530164036832e-98,27,Galnt14
3.87880400593656e-97,2.06556830697676,0.437,0.07,9.61943393472267e-95,27,Cbln1
1.4260181229801e-96,2.15317175182802,0.869,0.327,3.53652494499064e-94,27,Lypd6
2.97060232169875e-93,1.53794372106116,1,0.817,7.3670937578129e-91,27,Id2
3.4527501980412e-86,1.68691629786313,0.964,0.432,8.56282049114217e-84,27,Satb2
1.3002779365814e-83,1.54107047307862,0.617,0.147,3.22468928272186e-81,27,Ccn2
2.79289447206967e-70,1.42501079631141,0.964,0.557,6.92637829073278e-68,27,Fhod3
6.11438491005102e-62,1.28464871615075,0.806,0.318,1.51636745769265e-59,27,Slc17a6
2.68620574909841e-61,1.48169521541159,0.892,0.48,6.66179025776406e-59,27,Cux2
3.98633193600743e-59,1.75174817344101,0.779,0.33,9.88610320129843e-57,27,Igsf21
4.65000874406728e-51,2.03549901385409,0.523,0.165,1.15320216852869e-48,27,Cbln4
3.39267345408536e-49,1.44382819895465,0.757,0.315,8.4138301661317e-47,27,Sorcs3
2.54864935931004e-41,1.33726672059797,0.685,0.288,6.32065041108889e-39,27,Mdga1
2.67900413949092e-41,1.46868401979873,0.554,0.199,6.64393026593749e-39,27,Col6a1
1.26853969684874e-37,1.15203725856677,0.667,0.271,3.14597844818487e-35,27,Rnf152
2.89374424800948e-36,1.71651547903817,0.653,0.3,7.17648573506351e-34,27,Bdnf
3.02762420116883e-31,1.20758863295252,0.541,0.211,7.5085080188987e-29,27,Hs3st2
1.55173769416315e-18,1.19534456271686,0.446,0.206,3.8483094815246e-16,27,Cdh9
9.11694291465881e-18,1.26664024385408,0.333,0.134,2.26100184283538e-15,27,Pcsk5
0,5.69012426318519,0.986,0.069,0,28,Cbln1
1.06612395325982e-127,2.91077811479036,0.887,0.175,2.64398740408436e-125,28,Rspo1
3.5315355706612e-123,2.99536066967807,0.752,0.12,8.75820821523977e-121,28,Opn3
2.26455487070606e-107,3.05016892367157,0.993,0.383,5.61609607935103e-105,28,Parm1
4.18814319835845e-94,2.79450172342846,1,0.656,1.0386595131929e-91,28,Nrep
3.25971258075471e-88,2.32068836053069,1,0.433,8.08408720027168e-86,28,Car4
4.92096926813806e-88,2.37693621764847,1,0.537,1.22040037849824e-85,28,Plcxd2
1.833573018394e-84,2.3011182033071,0.965,0.371,4.54726108561711e-82,28,Thsd7a
2.83787284126899e-83,2.28185919846714,0.965,0.365,7.03792464634711e-81,28,Ndst3
6.72447492129681e-75,2.05644158338294,0.986,0.376,1.66766978048161e-72,28,Nell1
2.68401783930001e-73,2.20735514054872,0.624,0.122,6.65636424146404e-71,28,Rbp4
1.42810560697727e-71,1.94982067690996,0.979,0.506,3.54170190530363e-69,28,Gfra2
1.61182997094697e-61,1.98156407822815,0.901,0.339,3.99733832794848e-59,28,Pdzrn3
2.20396136671085e-61,1.66429623535909,0.972,0.435,5.4658241894429e-59,28,Necab1
1.76533624579919e-57,1.47950195312008,0.986,0.386,4.37803388958198e-55,28,Lamp5
6.50482398146675e-57,1.69630767917364,0.936,0.419,1.61319634740375e-54,28,Slit2
1.83680184555388e-56,1.9208937985974,0.858,0.327,4.55526857697362e-54,28,Pvalb
8.83922392484524e-54,2.50403448357628,0.397,0.067,2.19212753336162e-51,28,Prph
1.95618595511564e-52,1.57949315527538,0.872,0.303,4.85134116868678e-50,28,Plcxd3
1.92500963200624e-48,1.28733815837516,1,0.671,4.77402388737549e-46,28,Rims3
7.68545515992115e-48,1.37734256809172,0.851,0.274,1.90599287966044e-45,28,Fezf2
3.4684136098773e-47,1.36548587400261,0.979,0.561,8.6016657524957e-45,28,Kcnh5
6.07720063035826e-46,1.47220759800013,0.943,0.433,1.50714575632885e-43,28,Satb2
1.468843601914e-43,1.1473991955563,1,0.776,3.64273213274671e-41,28,Epha4
2.35357189723356e-42,1.14158837322717,0.936,0.4,5.83685830513923e-40,28,Cpne6
5.97488648835987e-42,1.01582137912225,1,0.863,1.48177184911325e-39,28,Nrn1
1.64441732834853e-41,1.52900428703304,0.681,0.206,4.07815497430436e-39,28,Pou3f1
1.75060252801525e-40,1.13873480971788,0.972,0.619,4.34149426947782e-38,28,Igfbp5
2.55823163512959e-31,1.32250700387092,0.723,0.275,6.34441445512138e-29,28,Myo16
5.08407464380798e-30,1.36476779158996,0.759,0.346,1.26085051166438e-27,28,Cpne8
8.57441504055366e-29,1.97321329575423,0.376,0.097,2.12645493005731e-26,28,Fos
6.70249520966149e-26,1.05723525388312,0.83,0.398,1.66221881199605e-23,28,Hpcal1
1.67876936271469e-25,1.09641357786755,0.73,0.304,4.16334801953243e-23,28,Trpc4
2.27367883768892e-15,1.66040525929593,0.255,0.076,5.63872351746853e-13,28,Pkib
